wavenumber_cm1,absorbance
1540.0000,0.010293
1541.0000,0.011245
1542.0000,0.012256
1543.0000,0.013288
1544.0000,0.014347
1545.0000,0.015409
1546.0000,0.016583
1547.0000,0.017947
1548.0000,0.019466
1549.0000,0.021184
1550.0000,0.023180
1551.0000,0.025463
1552.0000,0.028031
1553.0000,0.030768
1554.0000,0.033608
1555.0000,0.036557
1556.0000,0.039676
1557.0000,0.043123
1558.0000,0.046370
1559.0000,0.049914
1560.0000,0.053477
1561.0000,0.056821
1562.0000,0.059728
1563.0000,0.062099
1564.0000,0.063842
1565.0000,0.064799
1566.0000,0.065202
1567.0000,0.066522
1568.0000,0.069508
1569.0000,0.075480
1570.0000,0.084450
1571.0000,0.096454
1572.0000,0.111188
1573.0000,0.128107
1574.0000,0.146344
1575.0000,0.165271
1576.0000,0.186111
1577.0000,0.208073
1578.0000,0.227955
1579.0000,0.243456
1580.0000,0.252540
1581.0000,0.254598
1582.0000,0.248577
1583.0000,0.239725
1584.0000,0.231421
1585.0000,0.227260
1586.0000,0.231747
1587.0000,0.242745
1588.0000,0.269394
1589.0000,0.287301
1590.0000,0.288451
1591.0000,0.267123
1592.0000,0.227363
1593.0000,0.178596
1594.0000,0.126746
1595.0000,0.079060
1596.0000,0.043395
1597.0000,0.024953
1598.0000,0.029983
1599.0000,0.033885
1600.0000,0.037844
1601.0000,0.038730
1602.0000,0.040006
1603.0000,0.041582
1604.0000,0.043494
1605.0000,0.045718
1606.0000,0.048410
1607.0000,0.051580
1608.0000,0.055327
1609.0000,0.059915
1610.0000,0.065591
1611.0000,0.072513
1612.0000,0.080599
1613.0000,0.089394
1614.0000,0.098207
1615.0000,0.105788
1616.0000,0.114686
1617.0000,0.128325
1618.0000,0.146625
1619.0000,0.169611
1620.0000,0.198598
1621.0000,0.230274
1622.0000,0.262430
1623.0000,0.291036
1624.0000,0.309377
1625.0000,0.313644
1626.0000,0.305482
1627.0000,0.287120
1628.0000,0.259321
1629.0000,0.225902
1630.0000,0.191560
